"Time stamp","Irradiance GHI from weather file | (W/m2)","System power generated | (kW)"
"Apr 5, 05:00 am",0,-1.90284
"Apr 5, 06:00 am",67,4730.49
"Apr 5, 07:00 am",209,23591.3
"Apr 5, 08:00 am",357,44294.8
"Apr 5, 09:00 am",492,60372.9
"Apr 5, 10:00 am",594,71362.9
"Apr 5, 11:00 am",558,65716.3
"Apr 5, 12:00 pm",544,61055.4
"Apr 5, 01:00 pm",319,28624.5
"Apr 5, 02:00 pm",342,32658.3
"Apr 5, 03:00 pm",311,30948.5
"Apr 5, 04:00 pm",159,13673.3
"Apr 5, 05:00 pm",191,13974.4
"Apr 5, 06:00 pm",6,24.4975
"Apr 5, 07:00 pm",0,-1.90284
"Apr 5, 08:00 pm",0,-1.90284
"Apr 5, 09:00 pm",0,-1.90284
"Apr 5, 10:00 pm",0,-1.90284
"Apr 5, 11:00 pm",0,-1.90284
"Apr 6, 12:00 am",0,-1.90284
"Apr 6, 01:00 am",0,-1.90284
"Apr 6, 02:00 am",0,-1.90284
"Apr 6, 03:00 am",0,-1.90284
"Apr 6, 04:00 am",0,-1.90284
"Apr 6, 05:00 am",0,-1.90284
"Apr 6, 06:00 am",66,4771.7
"Apr 6, 07:00 am",205,22824.3
"Apr 6, 08:00 am",354,43271.3
"Apr 6, 09:00 am",489,59019.1
"Apr 6, 10:00 am",595,70022
"Apr 6, 11:00 am",661,74463.7
"Apr 6, 12:00 pm",679,74463.7
"Apr 6, 01:00 pm",655,71708.1
"Apr 6, 02:00 pm",490,51381.4
"Apr 6, 03:00 pm",379,37091.7
"Apr 6, 04:00 pm",342,33941.8
"Apr 6, 05:00 pm",192,14010
"Apr 6, 06:00 pm",13,366.479
"Apr 6, 07:00 pm",0,-1.90284
"Apr 6, 08:00 pm",0,-1.90284
"Apr 6, 09:00 pm",0,-1.90284
"Apr 6, 10:00 pm",0,-1.90284
"Apr 6, 11:00 pm",0,-1.90284
"Apr 7, 12:00 am",0,-1.90284
"Apr 7, 01:00 am",0,-1.90284
"Apr 7, 02:00 am",0,-1.90284
"Apr 7, 03:00 am",0,-1.90284
"Apr 7, 04:00 am",0,-1.90284
"Apr 7, 05:00 am",0,-1.90284
"Apr 7, 06:00 am",3,-1.90284
"Apr 7, 07:00 am",4,40.0778
"Apr 7, 08:00 am",14,822.869
"Apr 7, 09:00 am",41,3013.88
"Apr 7, 10:00 am",75,5816.11
"Apr 7, 11:00 am",248,21777.4
"Apr 7, 12:00 pm",307,28805.8
"Apr 7, 01:00 pm",433,44332.3
"Apr 7, 02:00 pm",393,39439.4
"Apr 7, 03:00 pm",317,30950.6
"Apr 7, 04:00 pm",85,6835.59
"Apr 7, 05:00 pm",57,4356.78
"Apr 7, 06:00 pm",15,457.489
"Apr 7, 07:00 pm",0,-1.90284
"Apr 7, 08:00 pm",0,-1.90284
"Apr 7, 09:00 pm",0,-1.90284
"Apr 7, 10:00 pm",0,-1.90284
"Apr 7, 11:00 pm",0,-1.90284
"Apr 8, 12:00 am",0,-1.90284
"Apr 8, 01:00 am",0,-1.90284
"Apr 8, 02:00 am",0,-1.90284
"Apr 8, 03:00 am",0,-1.90284
"Apr 8, 04:00 am",0,-1.90284
"Apr 8, 05:00 am",0,-1.90284
"Apr 8, 06:00 am",11,559.281
"Apr 8, 07:00 am",76,6052
"Apr 8, 08:00 am",211,18736.9
"Apr 8, 09:00 am",340,34607.2
"Apr 8, 10:00 am",336,32271
"Apr 8, 11:00 am",259,22077.3
"Apr 8, 12:00 pm",487,48186.9
"Apr 8, 01:00 pm",466,47611
"Apr 8, 02:00 pm",489,51419.6
"Apr 8, 03:00 pm",487,51368.9
"Apr 8, 04:00 pm",353,34073
"Apr 8, 05:00 pm",205,14430.3
"Apr 8, 06:00 pm",66,1318.48
"Apr 8, 07:00 pm",0,-1.90284
"Apr 8, 08:00 pm",0,-1.90284
"Apr 8, 09:00 pm",0,-1.90284
"Apr 8, 10:00 pm",0,-1.90284
"Apr 8, 11:00 pm",0,-1.90284
"Apr 9, 12:00 am",0,-1.90284
"Apr 9, 01:00 am",0,-1.90284
"Apr 9, 02:00 am",0,-1.90284
"Apr 9, 03:00 am",0,-1.90284
"Apr 9, 04:00 am",0,-1.90284
"Apr 9, 05:00 am",0,-1.90284
"Apr 9, 06:00 am",8,331.82
"Apr 9, 07:00 am",214,23077.5
"Apr 9, 08:00 am",236,21820
"Apr 9, 09:00 am",487,57569.1
"Apr 9, 10:00 am",503,55803.6
"Apr 9, 11:00 am",452,45612.2
"Apr 9, 12:00 pm",487,50664.1
"Apr 9, 01:00 pm",438,43494.5
"Apr 9, 02:00 pm",573,62601.4
"Apr 9, 03:00 pm",473,50392.9
"Apr 9, 04:00 pm",344,33702.2
"Apr 9, 05:00 pm",202,14500.4
"Apr 9, 06:00 pm",67,1444.67
"Apr 9, 07:00 pm",0,-1.90284
"Apr 9, 08:00 pm",0,-1.90284
"Apr 9, 09:00 pm",0,-1.90284
"Apr 9, 10:00 pm",0,-1.90284
"Apr 9, 11:00 pm",0,-1.90284
"Apr 10, 12:00 am",0,-1.90284
"Apr 10, 01:00 am",0,-1.90284
"Apr 10, 02:00 am",0,-1.90284
"Apr 10, 03:00 am",0,-1.90284
"Apr 10, 04:00 am",0,-1.90284
"Apr 10, 05:00 am",0,-1.90284
"Apr 10, 06:00 am",84,6126.69
"Apr 10, 07:00 am",225,24249
"Apr 10, 08:00 am",371,43838.7
"Apr 10, 09:00 am",504,59081.4
"Apr 10, 10:00 am",605,69908.4
"Apr 10, 11:00 am",668,74463.7
"Apr 10, 12:00 pm",687,74463.7
"Apr 10, 01:00 pm",666,73010.4
"Apr 10, 02:00 pm",595,64143.6
"Apr 10, 03:00 pm",489,51263.8
"Apr 10, 04:00 pm",353,33929.4
"Apr 10, 05:00 pm",204,14655.1
"Apr 10, 06:00 pm",67,1715.18
"Apr 10, 07:00 pm",0,-1.90284
"Apr 10, 08:00 pm",0,-1.90284
"Apr 10, 09:00 pm",0,-1.90284
"Apr 10, 10:00 pm",0,-1.90284
"Apr 10, 11:00 pm",0,-1.90284
"Apr 11, 12:00 am",0,-1.90284
"Apr 11, 01:00 am",0,-1.90284
"Apr 11, 02:00 am",0,-1.90284
"Apr 11, 03:00 am",0,-1.90284
"Apr 11, 04:00 am",0,-1.90284
"Apr 11, 05:00 am",0,-1.90284
"Apr 11, 06:00 am",73,5450.2
"Apr 11, 07:00 am",52,3944.7
"Apr 11, 08:00 am",310,32148.4
"Apr 11, 09:00 am",370,35389.9
"Apr 11, 10:00 am",516,54338.9
"Apr 11, 11:00 am",636,70583.8
"Apr 11, 12:00 pm",659,72256.8
"Apr 11, 01:00 pm",613,65705.2
"Apr 11, 02:00 pm",497,49736.4
"Apr 11, 03:00 pm",439,44724.6
"Apr 11, 04:00 pm",309,29022.6
"Apr 11, 05:00 pm",171,13027.5
"Apr 11, 06:00 pm",12,429.293
"Apr 11, 07:00 pm",0,-1.90284
"Apr 11, 08:00 pm",0,-1.90284
"Apr 11, 09:00 pm",0,-1.90284
"Apr 11, 10:00 pm",0,-1.90284
"Apr 11, 11:00 pm",0,-1.90284
"Apr 12, 12:00 am",0,-1.90284
"Apr 12, 01:00 am",0,-1.90284
"Apr 12, 02:00 am",0,-1.90284
"Apr 12, 03:00 am",0,-1.90284
"Apr 12, 04:00 am",0,-1.90284
"Apr 12, 05:00 am",0,-1.90284
"Apr 12, 06:00 am",11,566.839
"Apr 12, 07:00 am",235,25144.2
"Apr 12, 08:00 am",315,33269.8
"Apr 12, 09:00 am",358,34552.9
"Apr 12, 10:00 am",504,55985
"Apr 12, 11:00 am",484,49187.6
"Apr 12, 12:00 pm",458,46230.3
"Apr 12, 01:00 pm",376,35500.1
"Apr 12, 02:00 pm",333,31360.2
"Apr 12, 03:00 pm",108,8700.52
"Apr 12, 04:00 pm",85,6720.4
"Apr 12, 05:00 pm",31,2188.57
"Apr 12, 06:00 pm",13,555.359
"Apr 12, 07:00 pm",0,-1.90284
"Apr 12, 08:00 pm",0,-1.90284
"Apr 12, 09:00 pm",0,-1.90284
"Apr 12, 10:00 pm",0,-1.90284
"Apr 12, 11:00 pm",0,-1.90284
"Apr 13, 12:00 am",0,-1.90284
"Apr 13, 01:00 am",0,-1.90284
"Apr 13, 02:00 am",0,-1.90284
"Apr 13, 03:00 am",0,-1.90284
"Apr 13, 04:00 am",0,-1.90284
"Apr 13, 05:00 am",0,-1.90284
"Apr 13, 06:00 am",99,7389.92
"Apr 13, 07:00 am",119,9886.63
"Apr 13, 08:00 am",118,9608.94
"Apr 13, 09:00 am",206,17654.5
"Apr 13, 10:00 am",422,41203.6
"Apr 13, 11:00 am",689,74463.7
"Apr 13, 12:00 pm",542,58405.9
"Apr 13, 01:00 pm",500,50791.3
"Apr 13, 02:00 pm",480,50437.3
"Apr 13, 03:00 pm",391,39442.6
"Apr 13, 04:00 pm",229,20119.2
"Apr 13, 05:00 pm",227,16514.2
"Apr 13, 06:00 pm",86,2629.47
"Apr 13, 07:00 pm",0,-1.90284
"Apr 13, 08:00 pm",0,-1.90284
"Apr 13, 09:00 pm",0,-1.90284
"Apr 13, 10:00 pm",0,-1.90284
"Apr 13, 11:00 pm",0,-1.90284
"Apr 14, 12:00 am",0,-1.90284
"Apr 14, 01:00 am",0,-1.90284
"Apr 14, 02:00 am",0,-1.90284
"Apr 14, 03:00 am",0,-1.90284
"Apr 14, 04:00 am",0,-1.90284
"Apr 14, 05:00 am",0,-1.90284
"Apr 14, 06:00 am",12,653.329
"Apr 14, 07:00 am",73,5783.49
"Apr 14, 08:00 am",91,7324.16
"Apr 14, 09:00 am",130,10725.5
"Apr 14, 10:00 am",160,13338.2
"Apr 14, 11:00 am",133,10801
"Apr 14, 12:00 pm",125,10059.2
"Apr 14, 01:00 pm",79,6107.48
"Apr 14, 02:00 pm",51,3786.38
"Apr 14, 03:00 pm",51,3807.97
"Apr 14, 04:00 pm",61,4675.03
"Apr 14, 05:00 pm",34,2419
"Apr 14, 06:00 pm",6,131.177
"Apr 14, 07:00 pm",0,-1.90284
"Apr 14, 08:00 pm",0,-1.90284
"Apr 14, 09:00 pm",0,-1.90284
"Apr 14, 10:00 pm",0,-1.90284
"Apr 14, 11:00 pm",0,-1.90284
"Apr 15, 12:00 am",0,-1.90284
"Apr 15, 01:00 am",0,-1.90284
"Apr 15, 02:00 am",0,-1.90284
"Apr 15, 03:00 am",0,-1.90284
"Apr 15, 04:00 am",0,-1.90284
"Apr 15, 05:00 am",0,-1.90284
"Apr 15, 06:00 am",18,1115.77
"Apr 15, 07:00 am",47,3517.51
"Apr 15, 08:00 am",16,961.777
"Apr 15, 09:00 am",73,5597.49
"Apr 15, 10:00 am",453,47583.3
"Apr 15, 11:00 am",514,51469.2
"Apr 15, 12:00 pm",386,36010.9
"Apr 15, 01:00 pm",519,53472.3
"Apr 15, 02:00 pm",596,64937.2
"Apr 15, 03:00 pm",401,40018.1
"Apr 15, 04:00 pm",128,10520.5
"Apr 15, 05:00 pm",16,957.806
"Apr 15, 06:00 pm",8,276.988
"Apr 15, 07:00 pm",0,-1.90284
"Apr 15, 08:00 pm",0,-1.90284
"Apr 15, 09:00 pm",0,-1.90284
"Apr 15, 10:00 pm",0,-1.90284
"Apr 15, 11:00 pm",0,-1.90284
"Apr 16, 12:00 am",0,-1.90284
"Apr 16, 01:00 am",0,-1.90284
"Apr 16, 02:00 am",0,-1.90284
"Apr 16, 03:00 am",0,-1.90284
"Apr 16, 04:00 am",0,-1.90284
"Apr 16, 05:00 am",1,-1.90284
"Apr 16, 06:00 am",4,34.5316
"Apr 16, 07:00 am",10,501.427
"Apr 16, 08:00 am",110,8907.99
"Apr 16, 09:00 am",137,11167.4
"Apr 16, 10:00 am",157,12834.3
"Apr 16, 11:00 am",204,16979.3
"Apr 16, 12:00 pm",403,38030.2
"Apr 16, 01:00 pm",369,34381.7
"Apr 16, 02:00 pm",342,31762.8
"Apr 16, 03:00 pm",312,28832.8
"Apr 16, 04:00 pm",175,14847.6
"Apr 16, 05:00 pm",30,2103.47
"Apr 16, 06:00 pm",11,506.005
"Apr 16, 07:00 pm",0,-1.90284
"Apr 16, 08:00 pm",0,-1.90284
"Apr 16, 09:00 pm",0,-1.90284
"Apr 16, 10:00 pm",0,-1.90284
"Apr 16, 11:00 pm",0,-1.90284
"Apr 17, 12:00 am",0,-1.90284
"Apr 17, 01:00 am",0,-1.90284
"Apr 17, 02:00 am",0,-1.90284
"Apr 17, 03:00 am",0,-1.90284
"Apr 17, 04:00 am",0,-1.90284
"Apr 17, 05:00 am",14,178.357
"Apr 17, 06:00 am",123,9032.5
"Apr 17, 07:00 am",273,29048.9
"Apr 17, 08:00 am",423,48906.8
"Apr 17, 09:00 am",554,63894.2
"Apr 17, 10:00 am",655,74463.7
"Apr 17, 11:00 am",714,74463.7
"Apr 17, 12:00 pm",732,74463.7
"Apr 17, 01:00 pm",706,74463.7
"Apr 17, 02:00 pm",635,68877.8
"Apr 17, 03:00 pm",338,31359.7
"Apr 17, 04:00 pm",241,21502.9
"Apr 17, 05:00 pm",152,12523.4
"Apr 17, 06:00 pm",101,2667.4
"Apr 17, 07:00 pm",0,-1.90284
"Apr 17, 08:00 pm",0,-1.90284
"Apr 17, 09:00 pm",0,-1.90284
"Apr 17, 10:00 pm",0,-1.90284
"Apr 17, 11:00 pm",0,-1.90284
"Apr 18, 12:00 am",0,-1.90284
"Apr 18, 01:00 am",0,-1.90284
"Apr 18, 02:00 am",0,-1.90284
"Apr 18, 03:00 am",0,-1.90284
"Apr 18, 04:00 am",0,-1.90284
"Apr 18, 05:00 am",16,176.772
"Apr 18, 06:00 am",127,9452.27
"Apr 18, 07:00 am",273,28751.3
"Apr 18, 08:00 am",421,47890.2
"Apr 18, 09:00 am",553,62963.9
"Apr 18, 10:00 am",659,73830
"Apr 18, 11:00 am",723,74463.7
"Apr 18, 12:00 pm",741,74463.7
"Apr 18, 01:00 pm",710,74463.7
"Apr 18, 02:00 pm",638,68095.2
"Apr 18, 03:00 pm",435,42942.9
"Apr 18, 04:00 pm",289,26176.6
"Apr 18, 05:00 pm",247,17494.1
"Apr 18, 06:00 pm",17,964.195
"Apr 18, 07:00 pm",0,-1.90284
"Apr 18, 08:00 pm",0,-1.90284
"Apr 18, 09:00 pm",0,-1.90284
"Apr 18, 10:00 pm",0,-1.90284
"Apr 18, 11:00 pm",0,-1.90284
"Apr 19, 12:00 am",0,-1.90284
"Apr 19, 01:00 am",0,-1.90284
"Apr 19, 02:00 am",0,-1.90284
"Apr 19, 03:00 am",0,-1.90284
"Apr 19, 04:00 am",0,-1.90284
"Apr 19, 05:00 am",19,253.842
"Apr 19, 06:00 am",131,9773.61
"Apr 19, 07:00 am",278,29122.2
"Apr 19, 08:00 am",427,47991.9
"Apr 19, 09:00 am",561,61877.2
"Apr 19, 10:00 am",662,71298.6
"Apr 19, 11:00 am",725,74463.7
"Apr 19, 12:00 pm",741,74463.7
"Apr 19, 01:00 pm",542,54835.6
"Apr 19, 02:00 pm",466,46463.3
"Apr 19, 03:00 pm",347,32687.3
"Apr 19, 04:00 pm",302,27386.8
"Apr 19, 05:00 pm",205,15978.2
"Apr 19, 06:00 pm",106,3411.13
"Apr 19, 07:00 pm",0,-1.90284
"Apr 19, 08:00 pm",0,-1.90284
"Apr 19, 09:00 pm",0,-1.90284
"Apr 19, 10:00 pm",0,-1.90284
"Apr 19, 11:00 pm",0,-1.90284
"Apr 20, 12:00 am",0,-1.90284
"Apr 20, 01:00 am",0,-1.90284
"Apr 20, 02:00 am",0,-1.90284
"Apr 20, 03:00 am",0,-1.90284
"Apr 20, 04:00 am",0,-1.90284
"Apr 20, 05:00 am",23,393.484
"Apr 20, 06:00 am",141,10398.2
"Apr 20, 07:00 am",292,30386.8
"Apr 20, 08:00 am",442,49215
"Apr 20, 09:00 am",575,63853.8
"Apr 20, 10:00 am",679,74463.7
"Apr 20, 11:00 am",738,74463.7
"Apr 20, 12:00 pm",756,74463.7
"Apr 20, 01:00 pm",726,74463.7
"Apr 20, 02:00 pm",570,58120.1
"Apr 20, 03:00 pm",469,46151.7
"Apr 20, 04:00 pm",312,27955.5
"Apr 20, 05:00 pm",214,16499
"Apr 20, 06:00 pm",39,2604.99
"Apr 20, 07:00 pm",0,-1.90284
"Apr 20, 08:00 pm",0,-1.90284
"Apr 20, 09:00 pm",0,-1.90284
"Apr 20, 10:00 pm",0,-1.90284
"Apr 20, 11:00 pm",0,-1.90284
"Apr 21, 12:00 am",0,-1.90284
"Apr 21, 01:00 am",0,-1.90284
"Apr 21, 02:00 am",0,-1.90284
"Apr 21, 03:00 am",0,-1.90284
"Apr 21, 04:00 am",0,-1.90284
"Apr 21, 05:00 am",24,649.179
"Apr 21, 06:00 am",138,10374
"Apr 21, 07:00 am",288,29603.4
"Apr 21, 08:00 am",441,48877.2
"Apr 21, 09:00 am",577,63320.3
"Apr 21, 10:00 am",680,73410.5
"Apr 21, 11:00 am",743,74463.7
"Apr 21, 12:00 pm",761,74463.7
"Apr 21, 01:00 pm",736,74463.7
"Apr 21, 02:00 pm",665,67321.2
"Apr 21, 03:00 pm",557,55218.9
"Apr 21, 04:00 pm",420,38670.4
"Apr 21, 05:00 pm",266,18324.7
"Apr 21, 06:00 pm",118,3320.73
"Apr 21, 07:00 pm",12,-1.90284
"Apr 21, 08:00 pm",0,-1.90284
"Apr 21, 09:00 pm",0,-1.90284
"Apr 21, 10:00 pm",0,-1.90284
"Apr 21, 11:00 pm",0,-1.90284
"Apr 22, 12:00 am",0,-1.90284
"Apr 22, 01:00 am",0,-1.90284
"Apr 22, 02:00 am",0,-1.90284
"Apr 22, 03:00 am",0,-1.90284
"Apr 22, 04:00 am",0,-1.90284
"Apr 22, 05:00 am",26,767.125
"Apr 22, 06:00 am",141,10590
"Apr 22, 07:00 am",286,28906.1
"Apr 22, 08:00 am",431,46447.5
"Apr 22, 09:00 am",562,60125.8
"Apr 22, 10:00 am",670,69674.6
"Apr 22, 11:00 am",734,73727.5
"Apr 22, 12:00 pm",754,74463.7
"Apr 22, 01:00 pm",727,74127.7
"Apr 22, 02:00 pm",658,66592.6
"Apr 22, 03:00 pm",552,54873.7
"Apr 22, 04:00 pm",418,38454.6
"Apr 22, 05:00 pm",267,18482.4
"Apr 22, 06:00 pm",120,3458.51
"Apr 22, 07:00 pm",14,-1.90284
"Apr 22, 08:00 pm",0,-1.90284
"Apr 22, 09:00 pm",0,-1.90284
"Apr 22, 10:00 pm",0,-1.90284
"Apr 22, 11:00 pm",0,-1.90284
"Apr 23, 12:00 am",0,-1.90284
"Apr 23, 01:00 am",0,-1.90284
"Apr 23, 02:00 am",0,-1.90284
"Apr 23, 03:00 am",0,-1.90284
"Apr 23, 04:00 am",0,-1.90284
"Apr 23, 05:00 am",9,324.527
"Apr 23, 06:00 am",126,9907.96
"Apr 23, 07:00 am",260,25155.2
"Apr 23, 08:00 am",359,36702.7
"Apr 23, 09:00 am",343,31654.6
"Apr 23, 10:00 am",466,44549.7
"Apr 23, 11:00 am",711,74463.7
"Apr 23, 12:00 pm",730,74463.7
"Apr 23, 01:00 pm",709,74463.7
"Apr 23, 02:00 pm",642,67614.4
"Apr 23, 03:00 pm",538,54715.1
"Apr 23, 04:00 pm",406,37980.9
"Apr 23, 05:00 pm",259,18546.9
"Apr 23, 06:00 pm",117,4136.43
"Apr 23, 07:00 pm",15,419.493
"Apr 23, 08:00 pm",0,-1.90284
"Apr 23, 09:00 pm",0,-1.90284
"Apr 23, 10:00 pm",0,-1.90284
"Apr 23, 11:00 pm",0,-1.90284
"Apr 24, 12:00 am",0,-1.90284
"Apr 24, 01:00 am",0,-1.90284
"Apr 24, 02:00 am",0,-1.90284
"Apr 24, 03:00 am",0,-1.90284
"Apr 24, 04:00 am",0,-1.90284
"Apr 24, 05:00 am",30,1204.9
"Apr 24, 06:00 am",5,108.754
"Apr 24, 07:00 am",17,1046.41
"Apr 24, 08:00 am",185,15415.6
"Apr 24, 09:00 am",215,18017.7
"Apr 24, 10:00 am",352,31940.1
"Apr 24, 11:00 am",497,46867.2
"Apr 24, 12:00 pm",469,43660
"Apr 24, 01:00 pm",461,44442.5
"Apr 24, 02:00 pm",225,18673.2
"Apr 24, 03:00 pm",71,5395.63
"Apr 24, 04:00 pm",215,18020
"Apr 24, 05:00 pm",160,12868.1
"Apr 24, 06:00 pm",115,4553.42
"Apr 24, 07:00 pm",15,421.927
"Apr 24, 08:00 pm",0,-1.90284
"Apr 24, 09:00 pm",0,-1.90284
"Apr 24, 10:00 pm",0,-1.90284
"Apr 24, 11:00 pm",0,-1.90284
"Apr 25, 12:00 am",0,-1.90284
"Apr 25, 01:00 am",0,-1.90284
"Apr 25, 02:00 am",0,-1.90284
"Apr 25, 03:00 am",0,-1.90284
"Apr 25, 04:00 am",0,-1.90284
"Apr 25, 05:00 am",5,76.5544
"Apr 25, 06:00 am",16,963.816
"Apr 25, 07:00 am",133,10954.1
"Apr 25, 08:00 am",272,24488.6
"Apr 25, 09:00 am",292,26310.4
"Apr 25, 10:00 am",292,24881.8
"Apr 25, 11:00 am",367,33163.4
"Apr 25, 12:00 pm",397,36167.8
"Apr 25, 01:00 pm",359,32245.2
"Apr 25, 02:00 pm",288,24469.2
"Apr 25, 03:00 pm",217,18225.8
"Apr 25, 04:00 pm",137,11066.2
"Apr 25, 05:00 pm",51,3707.76
"Apr 25, 06:00 pm",3,-1.90284
"Apr 25, 07:00 pm",4,-1.90284
"Apr 25, 08:00 pm",0,-1.90284
"Apr 25, 09:00 pm",0,-1.90284
"Apr 25, 10:00 pm",0,-1.90284
"Apr 25, 11:00 pm",0,-1.90284
"Apr 26, 12:00 am",0,-1.90284
"Apr 26, 01:00 am",0,-1.90284
"Apr 26, 02:00 am",0,-1.90284
"Apr 26, 03:00 am",0,-1.90284
"Apr 26, 04:00 am",0,-1.90284
"Apr 26, 05:00 am",35,1543.57
"Apr 26, 06:00 am",6,184.068
"Apr 26, 07:00 am",11,570.336
"Apr 26, 08:00 am",64,4861.51
"Apr 26, 09:00 am",132,10449.7
"Apr 26, 10:00 am",34,2357.16
"Apr 26, 11:00 am",152,12231.2
"Apr 26, 12:00 pm",123,9686.45
"Apr 26, 01:00 pm",136,10851.3
"Apr 26, 02:00 pm",72,5504.55
"Apr 26, 03:00 pm",173,14258
"Apr 26, 04:00 pm",43,3179.53
"Apr 26, 05:00 pm",46,3444.85
"Apr 26, 06:00 pm",5,101.566
"Apr 26, 07:00 pm",3,-1.90284
"Apr 26, 08:00 pm",0,-1.90284
"Apr 26, 09:00 pm",0,-1.90284
"Apr 26, 10:00 pm",0,-1.90284
"Apr 26, 11:00 pm",0,-1.90284
"Apr 27, 12:00 am",0,-1.90284
"Apr 27, 01:00 am",0,-1.90284
"Apr 27, 02:00 am",0,-1.90284
"Apr 27, 03:00 am",0,-1.90284
"Apr 27, 04:00 am",0,-1.90284
"Apr 27, 05:00 am",3,-1.90284
"Apr 27, 06:00 am",11,579.925
"Apr 27, 07:00 am",24,1623.53
"Apr 27, 08:00 am",126,10192.2
"Apr 27, 09:00 am",321,29365.3
"Apr 27, 10:00 am",409,39611.1
"Apr 27, 11:00 am",601,62300.3
"Apr 27, 12:00 pm",616,61069
"Apr 27, 01:00 pm",616,63578.6
"Apr 27, 02:00 pm",579,58646.6
"Apr 27, 03:00 pm",487,47955
"Apr 27, 04:00 pm",366,33531
"Apr 27, 05:00 pm",293,20549.4
"Apr 27, 06:00 pm",22,1404.42
"Apr 27, 07:00 pm",9,176.661
"Apr 27, 08:00 pm",0,-1.90284
"Apr 27, 09:00 pm",0,-1.90284
"Apr 27, 10:00 pm",0,-1.90284
"Apr 27, 11:00 pm",0,-1.90284
"Apr 28, 12:00 am",0,-1.90284
"Apr 28, 01:00 am",0,-1.90284
"Apr 28, 02:00 am",0,-1.90284
"Apr 28, 03:00 am",0,-1.90284
"Apr 28, 04:00 am",0,-1.90284
"Apr 28, 05:00 am",6,167.021
"Apr 28, 06:00 am",180,13588.4
"Apr 28, 07:00 am",334,33897.2
"Apr 28, 08:00 am",307,27818.9
"Apr 28, 09:00 am",453,43677.2
"Apr 28, 10:00 am",554,58080.4
"Apr 28, 11:00 am",620,64998.7
"Apr 28, 12:00 pm",627,65337.6
"Apr 28, 01:00 pm",587,58645.4
"Apr 28, 02:00 pm",578,58196.3
"Apr 28, 03:00 pm",475,46435.2
"Apr 28, 04:00 pm",363,33154.3
"Apr 28, 05:00 pm",292,20632.9
"Apr 28, 06:00 pm",143,4739.24
"Apr 28, 07:00 pm",13,377.51
"Apr 28, 08:00 pm",0,-1.90284
"Apr 28, 09:00 pm",0,-1.90284
"Apr 28, 10:00 pm",0,-1.90284
"Apr 28, 11:00 pm",0,-1.90284
"Apr 29, 12:00 am",0,-1.90284
"Apr 29, 01:00 am",0,-1.90284
"Apr 29, 02:00 am",0,-1.90284
"Apr 29, 03:00 am",0,-1.90284
"Apr 29, 04:00 am",0,-1.90284
"Apr 29, 05:00 am",51,1606.44
"Apr 29, 06:00 am",180,13652.8
"Apr 29, 07:00 am",331,33654.5
"Apr 29, 08:00 am",479,52437
"Apr 29, 09:00 am",376,34800.4
"Apr 29, 10:00 am",239,20001
"Apr 29, 11:00 am",553,53729.2
"Apr 29, 12:00 pm",223,18410.1
"Apr 29, 01:00 pm",128,10110.3
"Apr 29, 02:00 pm",473,44410.9
"Apr 29, 03:00 pm",257,22417.4
"Apr 29, 04:00 pm",172,14211.4
"Apr 29, 05:00 pm",211,16528.8
"Apr 29, 06:00 pm",62,4452.94
"Apr 29, 07:00 pm",5,-1.90284
"Apr 29, 08:00 pm",0,-1.90284
"Apr 29, 09:00 pm",0,-1.90284
"Apr 29, 10:00 pm",0,-1.90284
"Apr 29, 11:00 pm",0,-1.90284
"Apr 30, 12:00 am",0,-1.90284
"Apr 30, 01:00 am",0,-1.90284
"Apr 30, 02:00 am",0,-1.90284
"Apr 30, 03:00 am",0,-1.90284
"Apr 30, 04:00 am",0,-1.90284
"Apr 30, 05:00 am",4,22.2041
"Apr 30, 06:00 am",3,-1.90284
"Apr 30, 07:00 am",183,15733.6
"Apr 30, 08:00 am",377,37288.5
"Apr 30, 09:00 am",405,39285.3
"Apr 30, 10:00 am",252,21193.3
"Apr 30, 11:00 am",27,1800.91
"Apr 30, 12:00 pm",145,11610.6
"Apr 30, 01:00 pm",522,49494.8
"Apr 30, 02:00 pm",666,68010
"Apr 30, 03:00 pm",568,55752.8
"Apr 30, 04:00 pm",310,27277.5
"Apr 30, 05:00 pm",32,2253.77
"Apr 30, 06:00 pm",19,1170.98
"Apr 30, 07:00 pm",5,-1.90284
"Apr 30, 08:00 pm",0,-1.90284
"Apr 30, 09:00 pm",0,-1.90284
"Apr 30, 10:00 pm",0,-1.90284
"Apr 30, 11:00 pm",0,-1.90284
"May 1, 12:00 am",0,-1.90284
"May 1, 01:00 am",0,-1.90284
"May 1, 02:00 am",0,-1.90284
"May 1, 03:00 am",0,-1.90284
"May 1, 04:00 am",0,-1.90284
"May 1, 05:00 am",10,465.571
"May 1, 06:00 am",32,2274.83
"May 1, 07:00 am",339,34179.7
"May 1, 08:00 am",492,53312
"May 1, 09:00 am",627,68333
"May 1, 10:00 am",729,74463.7
"May 1, 11:00 am",791,74463.7
"May 1, 12:00 pm",809,74463.7
"May 1, 01:00 pm",776,74463.7
"May 1, 02:00 pm",705,71122.9
"May 1, 03:00 pm",597,58426.6
"May 1, 04:00 pm",458,41361.7
"May 1, 05:00 pm",307,21349.1
"May 1, 06:00 pm",157,5080.64
"May 1, 07:00 pm",11,273.542
"May 1, 08:00 pm",0,-1.90284
"May 1, 09:00 pm",0,-1.90284
"May 1, 10:00 pm",0,-1.90284
