"Time stamp,""Irradiance GHI calculated | (W/m2)""";;;;MONTH;DATE;TIME;VALUES GHI;;;;MONTH;DATE;TIME;VALUES GHI;;;;;
Feb 28, 09:00 pm,0;;Feb 28;;Feb;28;09:00 pm; 0 ;;;;Feb;28;09:00 pm; 0 ;;;;;
Feb 28, 10:00 pm,0;;Feb 28;;Feb;28;10:00 pm; 0 ;;;;Feb;28;10:00 pm; 0 ;;;;;
Feb 28, 11:00 pm,0;;Feb 28;;Feb;28;11:00 pm; 0 ;;;;Feb;28;11:00 pm; 0 ;;;;;
Mar 1, 12:00 am,0;;Mar 1;;Mar;1;12:00 am; 0 ;;;;Mar;1;12:00 am; 0 ;;;;;
Mar 1, 01:00 am,0;;Mar 1;;Mar;1;01:00 am; 0 ;;;;Mar;1;01:00 am; 0 ;;;;;
Mar 1, 02:00 am,0;;Mar 1;;Mar;1;02:00 am; 0 ;;;;Mar;1;02:00 am; 0 ;;;;;
Mar 1, 03:00 am,0;;Mar 1;;Mar;1;03:00 am; 0 ;;;;Mar;1;03:00 am; 0 ;;;;;
Mar 1, 04:00 am,0;;Mar 1;;Mar;1;04:00 am; 0 ;;;;Mar;1;04:00 am; 0 ;;;;;
Mar 1, 05:00 am,0;;Mar 1;;Mar;1;05:00 am; 0 ;;;;Mar;1;05:00 am; 0 ;;;;;
Mar 1, 06:00 am,0;;Mar 1;;Mar;1;06:00 am; 0 ;;;;Mar;1;06:00 am; 0 ;;;;;
Mar 1, 07:00 am,0;;Mar 1;;Mar;1;07:00 am; 0 ;;;;Mar;1;07:00 am; 0 ;;;;;
Mar 1, 08:00 am,19;;Mar 1;;Mar;1;08:00 am; 19 ;;;;Mar;1;08:00 am; 19 ;;;;;
Mar 1, 09:00 am,13;;Mar 1;;Mar;1;09:00 am; 13 ;;;;Mar;1;09:00 am; 13 ;;;;;
Mar 1, 10:00 am,349.858;;Mar 1;;Mar;1;10:00 am; 349.858 ;;;;Mar;1;10:00 am; 349.858 ;;;;;
Mar 1, 11:00 am,424.769;;Mar 1;;Mar;1;11:00 am; 424.769 ;;;;Mar;1;11:00 am; 424.769 ;;;;;
Mar 1, 12:00 pm,456.586;;Mar 1;;Mar;1;12:00 pm; 456.586 ;;;;Mar;1;12:00 pm; 456.586 ;;;;;
Mar 1, 01:00 pm,443.196;;Mar 1;;Mar;1;01:00 pm; 443.196 ;;;;Mar;1;01:00 pm; 443.196 ;;;;;
Mar 1, 02:00 pm,387.094;;Mar 1;;Mar;1;02:00 pm; 387.094 ;;;;Mar;1;02:00 pm; 387.094 ;;;;;
Mar 1, 03:00 pm,291.296;;Mar 1;;Mar;1;03:00 pm; 291.296 ;;;;Mar;1;03:00 pm; 291.296 ;;;;;
Mar 1, 04:00 pm,171.287;;Mar 1;;Mar;1;04:00 pm; 171.287 ;;;;Mar;1;04:00 pm; 171.287 ;;;;;
Mar 1, 05:00 pm,50.1351;;Mar 1;;Mar;1;05:00 pm; 50.1351 ;;;;Mar;1;05:00 pm; 50.1351 ;;;;;
Mar 1, 06:00 pm,0;;Mar 1;;Mar;1;06:00 pm; 0 ;;;;Mar;1;06:00 pm; 0 ;;;;;
Mar 1, 07:00 pm,0;;Mar 1;;Mar;1;07:00 pm; 0 ;;;;Mar;1;07:00 pm; 0 ;;;;;
Mar 1, 08:00 pm,0;;Mar 1;;Mar;1;08:00 pm; 0 ;;;;Mar;1;08:00 pm; 0 ;;;;;
Mar 1, 09:00 pm,0;;Mar 1;;Mar;1;09:00 pm; 0 ;;;;Mar;1;09:00 pm; 0 ;;;;;
Mar 1, 10:00 pm,0;;Mar 1;;Mar;1;10:00 pm; 0 ;;;;Mar;1;10:00 pm; 0 ;;;;;
Mar 1, 11:00 pm,0;;Mar 1;;Mar;1;11:00 pm; 0 ;;;;Mar;1;11:00 pm; 0 ;;;;;
Mar 2, 12:00 am,0;;Mar 2;;Mar;2;12:00 am; 0 ;;;;Mar;2;12:00 am; 0 ;;;;;
Mar 2, 01:00 am,0;;Mar 2;;Mar;2;01:00 am; 0 ;;;;Mar;2;01:00 am; 0 ;;;;;
Mar 2, 02:00 am,0;;Mar 2;;Mar;2;02:00 am; 0 ;;;;Mar;2;02:00 am; 0 ;;;;;
Mar 2, 03:00 am,0;;Mar 2;;Mar;2;03:00 am; 0 ;;;;Mar;2;03:00 am; 0 ;;;;;
Mar 2, 04:00 am,0;;Mar 2;;Mar;2;04:00 am; 0 ;;;;Mar;2;04:00 am; 0 ;;;;;
Mar 2, 05:00 am,0;;Mar 2;;Mar;2;05:00 am; 0 ;;;;Mar;2;05:00 am; 0 ;;;;;
Mar 2, 06:00 am,0;;Mar 2;;Mar;2;06:00 am; 0 ;;;;Mar;2;06:00 am; 0 ;;;;;
Mar 2, 07:00 am,0;;Mar 2;;Mar;2;07:00 am; 0 ;;;;Mar;2;07:00 am; 0 ;;;;;
Mar 2, 08:00 am,16;;Mar 2;;Mar;2;08:00 am; 16 ;;;;Mar;2;08:00 am; 16 ;;;;;
Mar 2, 09:00 am,8;;Mar 2;;Mar;2;09:00 am; 8 ;;;;Mar;2;09:00 am; 8 ;;;;;
Mar 2, 10:00 am,15;;Mar 2;;Mar;2;10:00 am; 15 ;;;;Mar;2;10:00 am; 15 ;;;;;
Mar 2, 11:00 am,101;;Mar 2;;Mar;2;11:00 am; 101 ;;;;Mar;2;11:00 am; 101 ;;;;;
Mar 2, 12:00 pm,170.456;;Mar 2;;Mar;2;12:00 pm; 170.456 ;;;;Mar;2;12:00 pm; 170.456 ;;;;;
Mar 2, 01:00 pm,229.262;;Mar 2;;Mar;2;01:00 pm; 229.262 ;;;;Mar;2;01:00 pm; 229.262 ;;;;;
Mar 2, 02:00 pm,391.345;;Mar 2;;Mar;2;02:00 pm; 391.345 ;;;;Mar;2;02:00 pm; 391.345 ;;;;;
Mar 2, 03:00 pm,295.691;;Mar 2;;Mar;2;03:00 pm; 295.691 ;;;;Mar;2;03:00 pm; 295.691 ;;;;;
Mar 2, 04:00 pm,175.218;;Mar 2;;Mar;2;04:00 pm; 175.218 ;;;;Mar;2;04:00 pm; 175.218 ;;;;;
Mar 2, 05:00 pm,54.3201;;Mar 2;;Mar;2;05:00 pm; 54.3201 ;;;;Mar;2;05:00 pm; 54.3201 ;;;;;
Mar 2, 06:00 pm,0;;Mar 2;;Mar;2;06:00 pm; 0 ;;;;Mar;2;06:00 pm; 0 ;;;;;
Mar 2, 07:00 pm,0;;Mar 2;;Mar;2;07:00 pm; 0 ;;;;Mar;2;07:00 pm; 0 ;;;;;
Mar 2, 08:00 pm,0;;Mar 2;;Mar;2;08:00 pm; 0 ;;;;Mar;2;08:00 pm; 0 ;;;;;
Mar 2, 09:00 pm,0;;Mar 2;;Mar;2;09:00 pm; 0 ;;;;Mar;2;09:00 pm; 0 ;;;;;
Mar 2, 10:00 pm,0;;Mar 2;;Mar;2;10:00 pm; 0 ;;;;Mar;2;10:00 pm; 0 ;;;;;
Mar 2, 11:00 pm,0;;Mar 2;;Mar;2;11:00 pm; 0 ;;;;Mar;2;11:00 pm; 0 ;;;;;
Mar 3, 12:00 am,0;;Mar 3;;Mar;3;12:00 am; 0 ;;;;Mar;3;12:00 am; 0 ;;;;;
Mar 3, 01:00 am,0;;Mar 3;;Mar;3;01:00 am; 0 ;;;;Mar;3;01:00 am; 0 ;;;;;
Mar 3, 02:00 am,0;;Mar 3;;Mar;3;02:00 am; 0 ;;;;Mar;3;02:00 am; 0 ;;;;;
Mar 3, 03:00 am,0;;Mar 3;;Mar;3;03:00 am; 0 ;;;;Mar;3;03:00 am; 0 ;;;;;
Mar 3, 04:00 am,0;;Mar 3;;Mar;3;04:00 am; 0 ;;;;Mar;3;04:00 am; 0 ;;;;;
Mar 3, 05:00 am,0;;Mar 3;;Mar;3;05:00 am; 0 ;;;;Mar;3;05:00 am; 0 ;;;;;
Mar 3, 06:00 am,0;;Mar 3;;Mar;3;06:00 am; 0 ;;;;Mar;3;06:00 am; 0 ;;;;;
Mar 3, 07:00 am,0;;Mar 3;;Mar;3;07:00 am; 0 ;;;;Mar;3;07:00 am; 0 ;;;;;
Mar 3, 08:00 am,19;;Mar 3;;Mar;3;08:00 am; 19 ;;;;Mar;3;08:00 am; 19 ;;;;;
Mar 3, 09:00 am,255.225;;Mar 3;;Mar;3;09:00 am; 255.225 ;;;;Mar;3;09:00 am; 255.225 ;;;;;
Mar 3, 10:00 am,349.192;;Mar 3;;Mar;3;10:00 am; 349.192 ;;;;Mar;3;10:00 am; 349.192 ;;;;;
Mar 3, 11:00 am,421.473;;Mar 3;;Mar;3;11:00 am; 421.473 ;;;;Mar;3;11:00 am; 421.473 ;;;;;
Mar 3, 12:00 pm,452.754;;Mar 3;;Mar;3;12:00 pm; 452.754 ;;;;Mar;3;12:00 pm; 452.754 ;;;;;
Mar 3, 01:00 pm,443.212;;Mar 3;;Mar;3;01:00 pm; 443.212 ;;;;Mar;3;01:00 pm; 443.212 ;;;;;
Mar 3, 02:00 pm,385.109;;Mar 3;;Mar;3;02:00 pm; 385.109 ;;;;Mar;3;02:00 pm; 385.109 ;;;;;
Mar 3, 03:00 pm,292.054;;Mar 3;;Mar;3;03:00 pm; 292.054 ;;;;Mar;3;03:00 pm; 292.054 ;;;;;
Mar 3, 04:00 pm,7;;Mar 3;;Mar;3;04:00 pm; 7 ;;;;Mar;3;04:00 pm; 7 ;;;;;
Mar 3, 05:00 pm,20;;Mar 3;;Mar;3;05:00 pm; 20 ;;;;Mar;3;05:00 pm; 20 ;;;;;
Mar 3, 06:00 pm,0;;Mar 3;;Mar;3;06:00 pm; 0 ;;;;Mar;3;06:00 pm; 0 ;;;;;
Mar 3, 07:00 pm,0;;Mar 3;;Mar;3;07:00 pm; 0 ;;;;Mar;3;07:00 pm; 0 ;;;;;
Mar 3, 08:00 pm,0;;Mar 3;;Mar;3;08:00 pm; 0 ;;;;Mar;3;08:00 pm; 0 ;;;;;
Mar 3, 09:00 pm,0;;Mar 3;;Mar;3;09:00 pm; 0 ;;;;Mar;3;09:00 pm; 0 ;;;;;
Mar 3, 10:00 pm,0;;Mar 3;;Mar;3;10:00 pm; 0 ;;;;Mar;3;10:00 pm; 0 ;;;;;
Mar 3, 11:00 pm,0;;Mar 3;;Mar;3;11:00 pm; 0 ;;;;Mar;3;11:00 pm; 0 ;;;;;
Mar 4, 12:00 am,0;;Mar 4;;Mar;4;12:00 am; 0 ;;;;Mar;4;12:00 am; 0 ;;;;;
Mar 4, 01:00 am,0;;Mar 4;;Mar;4;01:00 am; 0 ;;;;Mar;4;01:00 am; 0 ;;;;;
Mar 4, 02:00 am,0;;Mar 4;;Mar;4;02:00 am; 0 ;;;;Mar;4;02:00 am; 0 ;;;;;
Mar 4, 03:00 am,0;;Mar 4;;Mar;4;03:00 am; 0 ;;;;Mar;4;03:00 am; 0 ;;;;;
Mar 4, 04:00 am,0;;Mar 4;;Mar;4;04:00 am; 0 ;;;;Mar;4;04:00 am; 0 ;;;;;
Mar 4, 05:00 am,0;;Mar 4;;Mar;4;05:00 am; 0 ;;;;Mar;4;05:00 am; 0 ;;;;;
Mar 4, 06:00 am,0;;Mar 4;;Mar;4;06:00 am; 0 ;;;;Mar;4;06:00 am; 0 ;;;;;
Mar 4, 07:00 am,0;;Mar 4;;Mar;4;07:00 am; 0 ;;;;Mar;4;07:00 am; 0 ;;;;;
Mar 4, 08:00 am,8;;Mar 4;;Mar;4;08:00 am; 8 ;;;;Mar;4;08:00 am; 8 ;;;;;
Mar 4, 09:00 am,9;;Mar 4;;Mar;4;09:00 am; 9 ;;;;Mar;4;09:00 am; 9 ;;;;;
Mar 4, 10:00 am,363.66;;Mar 4;;Mar;4;10:00 am; 363.66 ;;;;Mar;4;10:00 am; 363.66 ;;;;;
Mar 4, 11:00 am,446.997;;Mar 4;;Mar;4;11:00 am; 446.997 ;;;;Mar;4;11:00 am; 446.997 ;;;;;
Mar 4, 12:00 pm,486.406;;Mar 4;;Mar;4;12:00 pm; 486.406 ;;;;Mar;4;12:00 pm; 486.406 ;;;;;
Mar 4, 01:00 pm,470.266;;Mar 4;;Mar;4;01:00 pm; 470.266 ;;;;Mar;4;01:00 pm; 470.266 ;;;;;
Mar 4, 02:00 pm,414.737;;Mar 4;;Mar;4;02:00 pm; 414.737 ;;;;Mar;4;02:00 pm; 414.737 ;;;;;
Mar 4, 03:00 pm,316.489;;Mar 4;;Mar;4;03:00 pm; 316.489 ;;;;Mar;4;03:00 pm; 316.489 ;;;;;
Mar 4, 04:00 pm,190.66;;Mar 4;;Mar;4;04:00 pm; 190.66 ;;;;Mar;4;04:00 pm; 190.66 ;;;;;
Mar 4, 05:00 pm,63.6602;;Mar 4;;Mar;4;05:00 pm; 63.6602 ;;;;Mar;4;05:00 pm; 63.6602 ;;;;;
Mar 4, 06:00 pm,0;;Mar 4;;Mar;4;06:00 pm; 0 ;;;;Mar;4;06:00 pm; 0 ;;;;;
Mar 4, 07:00 pm,0;;Mar 4;;Mar;4;07:00 pm; 0 ;;;;Mar;4;07:00 pm; 0 ;;;;;
Mar 4, 08:00 pm,0;;Mar 4;;Mar;4;08:00 pm; 0 ;;;;Mar;4;08:00 pm; 0 ;;;;;
Mar 4, 09:00 pm,0;;Mar 4;;Mar;4;09:00 pm; 0 ;;;;Mar;4;09:00 pm; 0 ;;;;;
Mar 4, 10:00 pm,0;;Mar 4;;Mar;4;10:00 pm; 0 ;;;;Mar;4;10:00 pm; 0 ;;;;;
Mar 4, 11:00 pm,0;;Mar 4;;Mar;4;11:00 pm; 0 ;;;;Mar;4;11:00 pm; 0 ;;;;;
Mar 5, 12:00 am,0;;Mar 5;;Mar;5;12:00 am; 0 ;;;;Mar;5;12:00 am; 0 ;;;;;
Mar 5, 01:00 am,0;;Mar 5;;Mar;5;01:00 am; 0 ;;;;Mar;5;01:00 am; 0 ;;;;;
Mar 5, 02:00 am,0;;Mar 5;;Mar;5;02:00 am; 0 ;;;;Mar;5;02:00 am; 0 ;;;;;
Mar 5, 03:00 am,0;;Mar 5;;Mar;5;03:00 am; 0 ;;;;Mar;5;03:00 am; 0 ;;;;;
Mar 5, 04:00 am,0;;Mar 5;;Mar;5;04:00 am; 0 ;;;;Mar;5;04:00 am; 0 ;;;;;
Mar 5, 05:00 am,0;;Mar 5;;Mar;5;05:00 am; 0 ;;;;Mar;5;05:00 am; 0 ;;;;;
Mar 5, 06:00 am,0;;Mar 5;;Mar;5;06:00 am; 0 ;;;;Mar;5;06:00 am; 0 ;;;;;
Mar 5, 07:00 am,17.9078;;Mar 5;;Mar;5;07:00 am; 17.9078 ;;;;Mar;5;07:00 am; 17.9078 ;;;;;
Mar 5, 08:00 am,141.074;;Mar 5;;Mar;5;08:00 am; 141.074 ;;;;Mar;5;08:00 am; 141.074 ;;;;;
Mar 5, 09:00 am,276.006;;Mar 5;;Mar;5;09:00 am; 276.006 ;;;;Mar;5;09:00 am; 276.006 ;;;;;
Mar 5, 10:00 am,387.739;;Mar 5;;Mar;5;10:00 am; 387.739 ;;;;Mar;5;10:00 am; 387.739 ;;;;;
Mar 5, 11:00 am,462.544;;Mar 5;;Mar;5;11:00 am; 462.544 ;;;;Mar;5;11:00 am; 462.544 ;;;;;
Mar 5, 12:00 pm,492.75;;Mar 5;;Mar;5;12:00 pm; 492.75 ;;;;Mar;5;12:00 pm; 492.75 ;;;;;
Mar 5, 01:00 pm,473.984;;Mar 5;;Mar;5;01:00 pm; 473.984 ;;;;Mar;5;01:00 pm; 473.984 ;;;;;
Mar 5, 02:00 pm,413.541;;Mar 5;;Mar;5;02:00 pm; 413.541 ;;;;Mar;5;02:00 pm; 413.541 ;;;;;
Mar 5, 03:00 pm,315.623;;Mar 5;;Mar;5;03:00 pm; 315.623 ;;;;Mar;5;03:00 pm; 315.623 ;;;;;
Mar 5, 04:00 pm,191.66;;Mar 5;;Mar;5;04:00 pm; 191.66 ;;;;Mar;5;04:00 pm; 191.66 ;;;;;
Mar 5, 05:00 pm,66.1851;;Mar 5;;Mar;5;05:00 pm; 66.1851 ;;;;Mar;5;05:00 pm; 66.1851 ;;;;;
Mar 5, 06:00 pm,0;;Mar 5;;Mar;5;06:00 pm; 0 ;;;;Mar;5;06:00 pm; 0 ;;;;;
Mar 5, 07:00 pm,0;;Mar 5;;Mar;5;07:00 pm; 0 ;;;;Mar;5;07:00 pm; 0 ;;;;;
Mar 5, 08:00 pm,0;;Mar 5;;Mar;5;08:00 pm; 0 ;;;;Mar;5;08:00 pm; 0 ;;;;;
Mar 5, 09:00 pm,0;;Mar 5;;Mar;5;09:00 pm; 0 ;;;;Mar;5;09:00 pm; 0 ;;;;;
Mar 5, 10:00 pm,0;;Mar 5;;Mar;5;10:00 pm; 0 ;;;;Mar;5;10:00 pm; 0 ;;;;;
Mar 5, 11:00 pm,0;;Mar 5;;Mar;5;11:00 pm; 0 ;;;;Mar;5;11:00 pm; 0 ;;;;;
Mar 6, 12:00 am,0;;Mar 6;;Mar;6;12:00 am; 0 ;;;;Mar;6;12:00 am; 0 ;;;;;
Mar 6, 01:00 am,0;;Mar 6;;Mar;6;01:00 am; 0 ;;;;Mar;6;01:00 am; 0 ;;;;;
Mar 6, 02:00 am,0;;Mar 6;;Mar;6;02:00 am; 0 ;;;;Mar;6;02:00 am; 0 ;;;;;
Mar 6, 03:00 am,0;;Mar 6;;Mar;6;03:00 am; 0 ;;;;Mar;6;03:00 am; 0 ;;;;;
Mar 6, 04:00 am,0;;Mar 6;;Mar;6;04:00 am; 0 ;;;;Mar;6;04:00 am; 0 ;;;;;
Mar 6, 05:00 am,0;;Mar 6;;Mar;6;05:00 am; 0 ;;;;Mar;6;05:00 am; 0 ;;;;;
Mar 6, 06:00 am,0;;Mar 6;;Mar;6;06:00 am; 0 ;;;;Mar;6;06:00 am; 0 ;;;;;
Mar 6, 07:00 am,17.5664;;Mar 6;;Mar;6;07:00 am; 17.5664 ;;;;Mar;6;07:00 am; 17.5664 ;;;;;
Mar 6, 08:00 am,15;;Mar 6;;Mar;6;08:00 am; 15 ;;;;Mar;6;08:00 am; 15 ;;;;;
Mar 6, 09:00 am,55;;Mar 6;;Mar;6;09:00 am; 55 ;;;;Mar;6;09:00 am; 55 ;;;;;
Mar 6, 10:00 am,14;;Mar 6;;Mar;6;10:00 am; 14 ;;;;Mar;6;10:00 am; 14 ;;;;;
Mar 6, 11:00 am,65;;Mar 6;;Mar;6;11:00 am; 65 ;;;;Mar;6;11:00 am; 65 ;;;;;
Mar 6, 12:00 pm,63;;Mar 6;;Mar;6;12:00 pm; 63 ;;;;Mar;6;12:00 pm; 63 ;;;;;
Mar 6, 01:00 pm,129;;Mar 6;;Mar;6;01:00 pm; 129 ;;;;Mar;6;01:00 pm; 129 ;;;;;
Mar 6, 02:00 pm,172.234;;Mar 6;;Mar;6;02:00 pm; 172.234 ;;;;Mar;6;02:00 pm; 172.234 ;;;;;
Mar 6, 03:00 pm,24;;Mar 6;;Mar;6;03:00 pm; 24 ;;;;Mar;6;03:00 pm; 24 ;;;;;
Mar 6, 04:00 pm,7;;Mar 6;;Mar;6;04:00 pm; 7 ;;;;Mar;6;04:00 pm; 7 ;;;;;
Mar 6, 05:00 pm,5;;Mar 6;;Mar;6;05:00 pm; 5 ;;;;Mar;6;05:00 pm; 5 ;;;;;
Mar 6, 06:00 pm,0;;Mar 6;;Mar;6;06:00 pm; 0 ;;;;Mar;6;06:00 pm; 0 ;;;;;
Mar 6, 07:00 pm,0;;Mar 6;;Mar;6;07:00 pm; 0 ;;;;Mar;6;07:00 pm; 0 ;;;;;
Mar 6, 08:00 pm,0;;Mar 6;;Mar;6;08:00 pm; 0 ;;;;Mar;6;08:00 pm; 0 ;;;;;
Mar 6, 09:00 pm,0;;Mar 6;;Mar;6;09:00 pm; 0 ;;;;Mar;6;09:00 pm; 0 ;;;;;
Mar 6, 10:00 pm,0;;Mar 6;;Mar;6;10:00 pm; 0 ;;;;Mar;6;10:00 pm; 0 ;;;;;
Mar 6, 11:00 pm,0;;Mar 6;;Mar;6;11:00 pm; 0 ;;;;Mar;6;11:00 pm; 0 ;;;;;
Mar 7, 12:00 am,0;;Mar 7;;Mar;7;12:00 am; 0 ;;;;Mar;7;12:00 am; 0 ;;;;;
Mar 7, 01:00 am,0;;Mar 7;;Mar;7;01:00 am; 0 ;;;;Mar;7;01:00 am; 0 ;;;;;
Mar 7, 02:00 am,0;;Mar 7;;Mar;7;02:00 am; 0 ;;;;Mar;7;02:00 am; 0 ;;;;;
Mar 7, 03:00 am,0;;Mar 7;;Mar;7;03:00 am; 0 ;;;;Mar;7;03:00 am; 0 ;;;;;
Mar 7, 04:00 am,0;;Mar 7;;Mar;7;04:00 am; 0 ;;;;Mar;7;04:00 am; 0 ;;;;;
Mar 7, 05:00 am,0;;Mar 7;;Mar;7;05:00 am; 0 ;;;;Mar;7;05:00 am; 0 ;;;;;
Mar 7, 06:00 am,0;;Mar 7;;Mar;7;06:00 am; 0 ;;;;Mar;7;06:00 am; 0 ;;;;;
Mar 7, 07:00 am,17.6123;;Mar 7;;Mar;7;07:00 am; 17.6123 ;;;;Mar;7;07:00 am; 17.6123 ;;;;;
Mar 7, 08:00 am,5;;Mar 7;;Mar;7;08:00 am; 5 ;;;;Mar;7;08:00 am; 5 ;;;;;
Mar 7, 09:00 am,9;;Mar 7;;Mar;7;09:00 am; 9 ;;;;Mar;7;09:00 am; 9 ;;;;;
Mar 7, 10:00 am,15;;Mar 7;;Mar;7;10:00 am; 15 ;;;;Mar;7;10:00 am; 15 ;;;;;
Mar 7, 11:00 am,246.604;;Mar 7;;Mar;7;11:00 am; 246.604 ;;;;Mar;7;11:00 am; 246.604 ;;;;;
Mar 7, 12:00 pm,488.817;;Mar 7;;Mar;7;12:00 pm; 488.817 ;;;;Mar;7;12:00 pm; 488.817 ;;;;;
Mar 7, 01:00 pm,472.672;;Mar 7;;Mar;7;01:00 pm; 472.672 ;;;;Mar;7;01:00 pm; 472.672 ;;;;;
Mar 7, 02:00 pm,239.425;;Mar 7;;Mar;7;02:00 pm; 239.425 ;;;;Mar;7;02:00 pm; 239.425 ;;;;;
Mar 7, 03:00 pm,322.07;;Mar 7;;Mar;7;03:00 pm; 322.07 ;;;;Mar;7;03:00 pm; 322.07 ;;;;;
Mar 7, 04:00 pm,198.666;;Mar 7;;Mar;7;04:00 pm; 198.666 ;;;;Mar;7;04:00 pm; 198.666 ;;;;;
Mar 7, 05:00 pm,74.1663;;Mar 7;;Mar;7;05:00 pm; 74.1663 ;;;;Mar;7;05:00 pm; 74.1663 ;;;;;
Mar 7, 06:00 pm,0;;Mar 7;;Mar;7;06:00 pm; 0 ;;;;Mar;7;06:00 pm; 0 ;;;;;
Mar 7, 07:00 pm,0;;Mar 7;;Mar;7;07:00 pm; 0 ;;;;Mar;7;07:00 pm; 0 ;;;;;
Mar 7, 08:00 pm,0;;Mar 7;;Mar;7;08:00 pm; 0 ;;;;Mar;7;08:00 pm; 0 ;;;;;
Mar 7, 09:00 pm,0;;Mar 7;;Mar;7;09:00 pm; 0 ;;;;Mar;7;09:00 pm; 0 ;;;;;
Mar 7, 10:00 pm,0;;Mar 7;;Mar;7;10:00 pm; 0 ;;;;Mar;7;10:00 pm; 0 ;;;;;
Mar 7, 11:00 pm,0;;Mar 7;;Mar;7;11:00 pm; 0 ;;;;Mar;7;11:00 pm; 0 ;;;;;
Mar 8, 12:00 am,0;;Mar 8;;Mar;8;12:00 am; 0 ;;;;Mar;8;12:00 am; 0 ;;;;;
Mar 8, 01:00 am,0;;Mar 8;;Mar;8;01:00 am; 0 ;;;;Mar;8;01:00 am; 0 ;;;;;
Mar 8, 02:00 am,0;;Mar 8;;Mar;8;02:00 am; 0 ;;;;Mar;8;02:00 am; 0 ;;;;;
Mar 8, 03:00 am,0;;Mar 8;;Mar;8;03:00 am; 0 ;;;;Mar;8;03:00 am; 0 ;;;;;
Mar 8, 04:00 am,0;;Mar 8;;Mar;8;04:00 am; 0 ;;;;Mar;8;04:00 am; 0 ;;;;;
Mar 8, 05:00 am,0;;Mar 8;;Mar;8;05:00 am; 0 ;;;;Mar;8;05:00 am; 0 ;;;;;
Mar 8, 06:00 am,0;;Mar 8;;Mar;8;06:00 am; 0 ;;;;Mar;8;06:00 am; 0 ;;;;;
Mar 8, 07:00 am,27.4026;;Mar 8;;Mar;8;07:00 am; 27.4026 ;;;;Mar;8;07:00 am; 27.4026 ;;;;;
Mar 8, 08:00 am,5;;Mar 8;;Mar;8;08:00 am; 5 ;;;;Mar;8;08:00 am; 5 ;;;;;
Mar 8, 09:00 am,195.001;;Mar 8;;Mar;8;09:00 am; 195.001 ;;;;Mar;8;09:00 am; 195.001 ;;;;;
Mar 8, 10:00 am,405.781;;Mar 8;;Mar;8;10:00 am; 405.781 ;;;;Mar;8;10:00 am; 405.781 ;;;;;
Mar 8, 11:00 am,482.309;;Mar 8;;Mar;8;11:00 am; 482.309 ;;;;Mar;8;11:00 am; 482.309 ;;;;;
Mar 8, 12:00 pm,514.086;;Mar 8;;Mar;8;12:00 pm; 514.086 ;;;;Mar;8;12:00 pm; 514.086 ;;;;;
Mar 8, 01:00 pm,493.624;;Mar 8;;Mar;8;01:00 pm; 493.624 ;;;;Mar;8;01:00 pm; 493.624 ;;;;;
Mar 8, 02:00 pm,432.455;;Mar 8;;Mar;8;02:00 pm; 432.455 ;;;;Mar;8;02:00 pm; 432.455 ;;;;;
Mar 8, 03:00 pm,331.84;;Mar 8;;Mar;8;03:00 pm; 331.84 ;;;;Mar;8;03:00 pm; 331.84 ;;;;;
Mar 8, 04:00 pm,206.644;;Mar 8;;Mar;8;04:00 pm; 206.644 ;;;;Mar;8;04:00 pm; 206.644 ;;;;;
Mar 8, 05:00 pm,77.9845;;Mar 8;;Mar;8;05:00 pm; 77.9845 ;;;;Mar;8;05:00 pm; 77.9845 ;;;;;
Mar 8, 06:00 pm,0;;Mar 8;;Mar;8;06:00 pm; 0 ;;;;Mar;8;06:00 pm; 0 ;;;;;
Mar 8, 07:00 pm,0;;Mar 8;;Mar;8;07:00 pm; 0 ;;;;Mar;8;07:00 pm; 0 ;;;;;
Mar 8, 08:00 pm,0;;Mar 8;;Mar;8;08:00 pm; 0 ;;;;Mar;8;08:00 pm; 0 ;;;;;
Mar 8, 09:00 pm,0;;Mar 8;;Mar;8;09:00 pm; 0 ;;;;Mar;8;09:00 pm; 0 ;;;;;
Mar 8, 10:00 pm,0;;Mar 8;;Mar;8;10:00 pm; 0 ;;;;Mar;8;10:00 pm; 0 ;;;;;
Mar 8, 11:00 pm,0;;Mar 8;;Mar;8;11:00 pm; 0 ;;;;Mar;8;11:00 pm; 0 ;;;;;
Mar 9, 12:00 am,0;;Mar 9;;Mar;9;12:00 am; 0 ;;;;Mar;9;12:00 am; 0 ;;;;;
Mar 9, 01:00 am,0;;Mar 9;;Mar;9;01:00 am; 0 ;;;;Mar;9;01:00 am; 0 ;;;;;
Mar 9, 02:00 am,0;;Mar 9;;Mar;9;02:00 am; 0 ;;;;Mar;9;02:00 am; 0 ;;;;;
Mar 9, 03:00 am,0;;Mar 9;;Mar;9;03:00 am; 0 ;;;;Mar;9;03:00 am; 0 ;;;;;
Mar 9, 04:00 am,0;;Mar 9;;Mar;9;04:00 am; 0 ;;;;Mar;9;04:00 am; 0 ;;;;;
Mar 9, 05:00 am,0;;Mar 9;;Mar;9;05:00 am; 0 ;;;;Mar;9;05:00 am; 0 ;;;;;
Mar 9, 06:00 am,0;;Mar 9;;Mar;9;06:00 am; 0 ;;;;Mar;9;06:00 am; 0 ;;;;;
Mar 9, 07:00 am,32.9482;;Mar 9;;Mar;9;07:00 am; 32.9482 ;;;;Mar;9;07:00 am; 32.9482 ;;;;;
