"Time stamp,""Irradiance GHI calculated | (W/m2)""";;;;MONTH;DATE;TIME;VALUES GHI;;;;MONTH;DATE;TIME;VALUES GHI;;;;;
Oct 14, 10:00 am,13;;Oct 14;;Oct;14;10:00 am; 13 ;;;;Oct;14;10:00 am; 13 ;;;;;
Oct 14, 11:00 am,15;;Oct 14;;Oct;14;11:00 am; 15 ;;;;Oct;14;11:00 am; 15 ;;;;;
Oct 14, 12:00 pm,38;;Oct 14;;Oct;14;12:00 pm; 38 ;;;;Oct;14;12:00 pm; 38 ;;;;;
Oct 14, 01:00 pm,6;;Oct 14;;Oct;14;01:00 pm; 6 ;;;;Oct;14;01:00 pm; 6 ;;;;;
Oct 14, 02:00 pm,5;;Oct 14;;Oct;14;02:00 pm; 5 ;;;;Oct;14;02:00 pm; 5 ;;;;;
Oct 14, 03:00 pm,18;;Oct 14;;Oct;14;03:00 pm; 18 ;;;;Oct;14;03:00 pm; 18 ;;;;;
Oct 14, 04:00 pm,8;;Oct 14;;Oct;14;04:00 pm; 8 ;;;;Oct;14;04:00 pm; 8 ;;;;;
Oct 14, 05:00 pm,0;;Oct 14;;Oct;14;05:00 pm; 0 ;;;;Oct;14;05:00 pm; 0 ;;;;;
Oct 14, 06:00 pm,0;;Oct 14;;Oct;14;06:00 pm; 0 ;;;;Oct;14;06:00 pm; 0 ;;;;;
Oct 14, 07:00 pm,0;;Oct 14;;Oct;14;07:00 pm; 0 ;;;;Oct;14;07:00 pm; 0 ;;;;;
Oct 14, 08:00 pm,0;;Oct 14;;Oct;14;08:00 pm; 0 ;;;;Oct;14;08:00 pm; 0 ;;;;;
Oct 14, 09:00 pm,0;;Oct 14;;Oct;14;09:00 pm; 0 ;;;;Oct;14;09:00 pm; 0 ;;;;;
Oct 14, 10:00 pm,0;;Oct 14;;Oct;14;10:00 pm; 0 ;;;;Oct;14;10:00 pm; 0 ;;;;;
Oct 14, 11:00 pm,0;;Oct 14;;Oct;14;11:00 pm; 0 ;;;;Oct;14;11:00 pm; 0 ;;;;;
Oct 15, 12:00 am,0;;Oct 15;;Oct;15;12:00 am; 0 ;;;;Oct;15;12:00 am; 0 ;;;;;
Oct 15, 01:00 am,0;;Oct 15;;Oct;15;01:00 am; 0 ;;;;Oct;15;01:00 am; 0 ;;;;;
Oct 15, 02:00 am,0;;Oct 15;;Oct;15;02:00 am; 0 ;;;;Oct;15;02:00 am; 0 ;;;;;
Oct 15, 03:00 am,0;;Oct 15;;Oct;15;03:00 am; 0 ;;;;Oct;15;03:00 am; 0 ;;;;;
Oct 15, 04:00 am,0;;Oct 15;;Oct;15;04:00 am; 0 ;;;;Oct;15;04:00 am; 0 ;;;;;
Oct 15, 05:00 am,0;;Oct 15;;Oct;15;05:00 am; 0 ;;;;Oct;15;05:00 am; 0 ;;;;;
Oct 15, 06:00 am,0;;Oct 15;;Oct;15;06:00 am; 0 ;;;;Oct;15;06:00 am; 0 ;;;;;
Oct 15, 07:00 am,19.5718;;Oct 15;;Oct;15;07:00 am; 19.5718 ;;;;Oct;15;07:00 am; 19.5718 ;;;;;
Oct 15, 08:00 am,5;;Oct 15;;Oct;15;08:00 am; 5 ;;;;Oct;15;08:00 am; 5 ;;;;;
Oct 15, 09:00 am,9;;Oct 15;;Oct;15;09:00 am; 9 ;;;;Oct;15;09:00 am; 9 ;;;;;
Oct 15, 10:00 am,49;;Oct 15;;Oct;15;10:00 am; 49 ;;;;Oct;15;10:00 am; 49 ;;;;;
Oct 15, 11:00 am,15;;Oct 15;;Oct;15;11:00 am; 15 ;;;;Oct;15;11:00 am; 15 ;;;;;
Oct 15, 12:00 pm,214.852;;Oct 15;;Oct;15;12:00 pm; 214.852 ;;;;Oct;15;12:00 pm; 214.852 ;;;;;
Oct 15, 01:00 pm,139.396;;Oct 15;;Oct;15;01:00 pm; 139.396 ;;;;Oct;15;01:00 pm; 139.396 ;;;;;
Oct 15, 02:00 pm,270.902;;Oct 15;;Oct;15;02:00 pm; 270.902 ;;;;Oct;15;02:00 pm; 270.902 ;;;;;
Oct 15, 03:00 pm,184.3;;Oct 15;;Oct;15;03:00 pm; 184.3 ;;;;Oct;15;03:00 pm; 184.3 ;;;;;
Oct 15, 04:00 pm,81.9977;;Oct 15;;Oct;15;04:00 pm; 81.9977 ;;;;Oct;15;04:00 pm; 81.9977 ;;;;;
Oct 15, 05:00 pm,0;;Oct 15;;Oct;15;05:00 pm; 0 ;;;;Oct;15;05:00 pm; 0 ;;;;;
Oct 15, 06:00 pm,0;;Oct 15;;Oct;15;06:00 pm; 0 ;;;;Oct;15;06:00 pm; 0 ;;;;;
Oct 15, 07:00 pm,0;;Oct 15;;Oct;15;07:00 pm; 0 ;;;;Oct;15;07:00 pm; 0 ;;;;;
Oct 15, 08:00 pm,0;;Oct 15;;Oct;15;08:00 pm; 0 ;;;;Oct;15;08:00 pm; 0 ;;;;;
Oct 15, 09:00 pm,0;;Oct 15;;Oct;15;09:00 pm; 0 ;;;;Oct;15;09:00 pm; 0 ;;;;;
Oct 15, 10:00 pm,0;;Oct 15;;Oct;15;10:00 pm; 0 ;;;;Oct;15;10:00 pm; 0 ;;;;;
Oct 15, 11:00 pm,0;;Oct 15;;Oct;15;11:00 pm; 0 ;;;;Oct;15;11:00 pm; 0 ;;;;;
Oct 16, 12:00 am,0;;Oct 16;;Oct;16;12:00 am; 0 ;;;;Oct;16;12:00 am; 0 ;;;;;
Oct 16, 01:00 am,0;;Oct 16;;Oct;16;01:00 am; 0 ;;;;Oct;16;01:00 am; 0 ;;;;;
Oct 16, 02:00 am,0;;Oct 16;;Oct;16;02:00 am; 0 ;;;;Oct;16;02:00 am; 0 ;;;;;
Oct 16, 03:00 am,0;;Oct 16;;Oct;16;03:00 am; 0 ;;;;Oct;16;03:00 am; 0 ;;;;;
Oct 16, 04:00 am,0;;Oct 16;;Oct;16;04:00 am; 0 ;;;;Oct;16;04:00 am; 0 ;;;;;
Oct 16, 05:00 am,0;;Oct 16;;Oct;16;05:00 am; 0 ;;;;Oct;16;05:00 am; 0 ;;;;;
Oct 16, 06:00 am,0;;Oct 16;;Oct;16;06:00 am; 0 ;;;;Oct;16;06:00 am; 0 ;;;;;
Oct 16, 07:00 am,4;;Oct 16;;Oct;16;07:00 am; 4 ;;;;Oct;16;07:00 am; 4 ;;;;;
Oct 16, 08:00 am,10;;Oct 16;;Oct;16;08:00 am; 10 ;;;;Oct;16;08:00 am; 10 ;;;;;
Oct 16, 09:00 am,25;;Oct 16;;Oct;16;09:00 am; 25 ;;;;Oct;16;09:00 am; 25 ;;;;;
Oct 16, 10:00 am,106;;Oct 16;;Oct;16;10:00 am; 106 ;;;;Oct;16;10:00 am; 106 ;;;;;
Oct 16, 11:00 am,110;;Oct 16;;Oct;16;11:00 am; 110 ;;;;Oct;16;11:00 am; 110 ;;;;;
Oct 16, 12:00 pm,190.802;;Oct 16;;Oct;16;12:00 pm; 190.802 ;;;;Oct;16;12:00 pm; 190.802 ;;;;;
Oct 16, 01:00 pm,253.114;;Oct 16;;Oct;16;01:00 pm; 253.114 ;;;;Oct;16;01:00 pm; 253.114 ;;;;;
Oct 16, 02:00 pm,252.648;;Oct 16;;Oct;16;02:00 pm; 252.648 ;;;;Oct;16;02:00 pm; 252.648 ;;;;;
Oct 16, 03:00 pm,95.2244;;Oct 16;;Oct;16;03:00 pm; 95.2244 ;;;;Oct;16;03:00 pm; 95.2244 ;;;;;
Oct 16, 04:00 pm,15;;Oct 16;;Oct;16;04:00 pm; 15 ;;;;Oct;16;04:00 pm; 15 ;;;;;
Oct 16, 05:00 pm,0;;Oct 16;;Oct;16;05:00 pm; 0 ;;;;Oct;16;05:00 pm; 0 ;;;;;
Oct 16, 06:00 pm,0;;Oct 16;;Oct;16;06:00 pm; 0 ;;;;Oct;16;06:00 pm; 0 ;;;;;
Oct 16, 07:00 pm,0;;Oct 16;;Oct;16;07:00 pm; 0 ;;;;Oct;16;07:00 pm; 0 ;;;;;
Oct 16, 08:00 pm,0;;Oct 16;;Oct;16;08:00 pm; 0 ;;;;Oct;16;08:00 pm; 0 ;;;;;
Oct 16, 09:00 pm,0;;Oct 16;;Oct;16;09:00 pm; 0 ;;;;Oct;16;09:00 pm; 0 ;;;;;
Oct 16, 10:00 pm,0;;Oct 16;;Oct;16;10:00 pm; 0 ;;;;Oct;16;10:00 pm; 0 ;;;;;
Oct 16, 11:00 pm,0;;Oct 16;;Oct;16;11:00 pm; 0 ;;;;Oct;16;11:00 pm; 0 ;;;;;
Oct 17, 12:00 am,0;;Oct 17;;Oct;17;12:00 am; 0 ;;;;Oct;17;12:00 am; 0 ;;;;;
Oct 17, 01:00 am,0;;Oct 17;;Oct;17;01:00 am; 0 ;;;;Oct;17;01:00 am; 0 ;;;;;
Oct 17, 02:00 am,0;;Oct 17;;Oct;17;02:00 am; 0 ;;;;Oct;17;02:00 am; 0 ;;;;;
Oct 17, 03:00 am,0;;Oct 17;;Oct;17;03:00 am; 0 ;;;;Oct;17;03:00 am; 0 ;;;;;
Oct 17, 04:00 am,0;;Oct 17;;Oct;17;04:00 am; 0 ;;;;Oct;17;04:00 am; 0 ;;;;;
Oct 17, 05:00 am,0;;Oct 17;;Oct;17;05:00 am; 0 ;;;;Oct;17;05:00 am; 0 ;;;;;
Oct 17, 06:00 am,0;;Oct 17;;Oct;17;06:00 am; 0 ;;;;Oct;17;06:00 am; 0 ;;;;;
Oct 17, 07:00 am,4;;Oct 17;;Oct;17;07:00 am; 4 ;;;;Oct;17;07:00 am; 4 ;;;;;
Oct 17, 08:00 am,112.262;;Oct 17;;Oct;17;08:00 am; 112.262 ;;;;Oct;17;08:00 am; 112.262 ;;;;;
Oct 17, 09:00 am,53;;Oct 17;;Oct;17;09:00 am; 53 ;;;;Oct;17;09:00 am; 53 ;;;;;
Oct 17, 10:00 am,50;;Oct 17;;Oct;17;10:00 am; 50 ;;;;Oct;17;10:00 am; 50 ;;;;;
Oct 17, 11:00 am,117;;Oct 17;;Oct;17;11:00 am; 117 ;;;;Oct;17;11:00 am; 117 ;;;;;
Oct 17, 12:00 pm,62;;Oct 17;;Oct;17;12:00 pm; 62 ;;;;Oct;17;12:00 pm; 62 ;;;;;
Oct 17, 01:00 pm,147.384;;Oct 17;;Oct;17;01:00 pm; 147.384 ;;;;Oct;17;01:00 pm; 147.384 ;;;;;
Oct 17, 02:00 pm,122.317;;Oct 17;;Oct;17;02:00 pm; 122.317 ;;;;Oct;17;02:00 pm; 122.317 ;;;;;
Oct 17, 03:00 pm,20;;Oct 17;;Oct;17;03:00 pm; 20 ;;;;Oct;17;03:00 pm; 20 ;;;;;
Oct 17, 04:00 pm,39;;Oct 17;;Oct;17;04:00 pm; 39 ;;;;Oct;17;04:00 pm; 39 ;;;;;
Oct 17, 05:00 pm,0;;Oct 17;;Oct;17;05:00 pm; 0 ;;;;Oct;17;05:00 pm; 0 ;;;;;
Oct 17, 06:00 pm,0;;Oct 17;;Oct;17;06:00 pm; 0 ;;;;Oct;17;06:00 pm; 0 ;;;;;
Oct 17, 07:00 pm,0;;Oct 17;;Oct;17;07:00 pm; 0 ;;;;Oct;17;07:00 pm; 0 ;;;;;
Oct 17, 08:00 pm,0;;Oct 17;;Oct;17;08:00 pm; 0 ;;;;Oct;17;08:00 pm; 0 ;;;;;
Oct 17, 09:00 pm,0;;Oct 17;;Oct;17;09:00 pm; 0 ;;;;Oct;17;09:00 pm; 0 ;;;;;
Oct 17, 10:00 pm,0;;Oct 17;;Oct;17;10:00 pm; 0 ;;;;Oct;17;10:00 pm; 0 ;;;;;
Oct 17, 11:00 pm,0;;Oct 17;;Oct;17;11:00 pm; 0 ;;;;Oct;17;11:00 pm; 0 ;;;;;
Oct 18, 12:00 am,0;;Oct 18;;Oct;18;12:00 am; 0 ;;;;Oct;18;12:00 am; 0 ;;;;;
Oct 18, 01:00 am,0;;Oct 18;;Oct;18;01:00 am; 0 ;;;;Oct;18;01:00 am; 0 ;;;;;
Oct 18, 02:00 am,0;;Oct 18;;Oct;18;02:00 am; 0 ;;;;Oct;18;02:00 am; 0 ;;;;;
Oct 18, 03:00 am,0;;Oct 18;;Oct;18;03:00 am; 0 ;;;;Oct;18;03:00 am; 0 ;;;;;
Oct 18, 04:00 am,0;;Oct 18;;Oct;18;04:00 am; 0 ;;;;Oct;18;04:00 am; 0 ;;;;;
Oct 18, 05:00 am,0;;Oct 18;;Oct;18;05:00 am; 0 ;;;;Oct;18;05:00 am; 0 ;;;;;
Oct 18, 06:00 am,0;;Oct 18;;Oct;18;06:00 am; 0 ;;;;Oct;18;06:00 am; 0 ;;;;;
Oct 18, 07:00 am,3;;Oct 18;;Oct;18;07:00 am; 3 ;;;;Oct;18;07:00 am; 3 ;;;;;
Oct 18, 08:00 am,3;;Oct 18;;Oct;18;08:00 am; 3 ;;;;Oct;18;08:00 am; 3 ;;;;;
Oct 18, 09:00 am,61.2872;;Oct 18;;Oct;18;09:00 am; 61.2872 ;;;;Oct;18;09:00 am; 61.2872 ;;;;;
Oct 18, 10:00 am,6;;Oct 18;;Oct;18;10:00 am; 6 ;;;;Oct;18;10:00 am; 6 ;;;;;
Oct 18, 11:00 am,103.217;;Oct 18;;Oct;18;11:00 am; 103.217 ;;;;Oct;18;11:00 am; 103.217 ;;;;;
Oct 18, 12:00 pm,100.822;;Oct 18;;Oct;18;12:00 pm; 100.822 ;;;;Oct;18;12:00 pm; 100.822 ;;;;;
Oct 18, 01:00 pm,141.297;;Oct 18;;Oct;18;01:00 pm; 141.297 ;;;;Oct;18;01:00 pm; 141.297 ;;;;;
Oct 18, 02:00 pm,50;;Oct 18;;Oct;18;02:00 pm; 50 ;;;;Oct;18;02:00 pm; 50 ;;;;;
Oct 18, 03:00 pm,9;;Oct 18;;Oct;18;03:00 pm; 9 ;;;;Oct;18;03:00 pm; 9 ;;;;;
Oct 18, 04:00 pm,5;;Oct 18;;Oct;18;04:00 pm; 5 ;;;;Oct;18;04:00 pm; 5 ;;;;;
Oct 18, 05:00 pm,0;;Oct 18;;Oct;18;05:00 pm; 0 ;;;;Oct;18;05:00 pm; 0 ;;;;;
Oct 18, 06:00 pm,0;;Oct 18;;Oct;18;06:00 pm; 0 ;;;;Oct;18;06:00 pm; 0 ;;;;;
Oct 18, 07:00 pm,0;;Oct 18;;Oct;18;07:00 pm; 0 ;;;;Oct;18;07:00 pm; 0 ;;;;;
Oct 18, 08:00 pm,0;;Oct 18;;Oct;18;08:00 pm; 0 ;;;;Oct;18;08:00 pm; 0 ;;;;;
Oct 18, 09:00 pm,0;;Oct 18;;Oct;18;09:00 pm; 0 ;;;;Oct;18;09:00 pm; 0 ;;;;;
Oct 18, 10:00 pm,0;;Oct 18;;Oct;18;10:00 pm; 0 ;;;;Oct;18;10:00 pm; 0 ;;;;;
Oct 18, 11:00 pm,0;;Oct 18;;Oct;18;11:00 pm; 0 ;;;;Oct;18;11:00 pm; 0 ;;;;;
Oct 19, 12:00 am,0;;Oct 19;;Oct;19;12:00 am; 0 ;;;;Oct;19;12:00 am; 0 ;;;;;
Oct 19, 01:00 am,0;;Oct 19;;Oct;19;01:00 am; 0 ;;;;Oct;19;01:00 am; 0 ;;;;;
Oct 19, 02:00 am,0;;Oct 19;;Oct;19;02:00 am; 0 ;;;;Oct;19;02:00 am; 0 ;;;;;
Oct 19, 03:00 am,0;;Oct 19;;Oct;19;03:00 am; 0 ;;;;Oct;19;03:00 am; 0 ;;;;;
Oct 19, 04:00 am,0;;Oct 19;;Oct;19;04:00 am; 0 ;;;;Oct;19;04:00 am; 0 ;;;;;
Oct 19, 05:00 am,0;;Oct 19;;Oct;19;05:00 am; 0 ;;;;Oct;19;05:00 am; 0 ;;;;;
Oct 19, 06:00 am,0;;Oct 19;;Oct;19;06:00 am; 0 ;;;;Oct;19;06:00 am; 0 ;;;;;
Oct 19, 07:00 am,2;;Oct 19;;Oct;19;07:00 am; 2 ;;;;Oct;19;07:00 am; 2 ;;;;;
Oct 19, 08:00 am,10;;Oct 19;;Oct;19;08:00 am; 10 ;;;;Oct;19;08:00 am; 10 ;;;;;
Oct 19, 09:00 am,4;;Oct 19;;Oct;19;09:00 am; 4 ;;;;Oct;19;09:00 am; 4 ;;;;;
Oct 19, 10:00 am,5;;Oct 19;;Oct;19;10:00 am; 5 ;;;;Oct;19;10:00 am; 5 ;;;;;
Oct 19, 11:00 am,32;;Oct 19;;Oct;19;11:00 am; 32 ;;;;Oct;19;11:00 am; 32 ;;;;;
Oct 19, 12:00 pm,117.62;;Oct 19;;Oct;19;12:00 pm; 117.62 ;;;;Oct;19;12:00 pm; 117.62 ;;;;;
Oct 19, 01:00 pm,122.49;;Oct 19;;Oct;19;01:00 pm; 122.49 ;;;;Oct;19;01:00 pm; 122.49 ;;;;;
Oct 19, 02:00 pm,57;;Oct 19;;Oct;19;02:00 pm; 57 ;;;;Oct;19;02:00 pm; 57 ;;;;;
Oct 19, 03:00 pm,13;;Oct 19;;Oct;19;03:00 pm; 13 ;;;;Oct;19;03:00 pm; 13 ;;;;;
Oct 19, 04:00 pm,8;;Oct 19;;Oct;19;04:00 pm; 8 ;;;;Oct;19;04:00 pm; 8 ;;;;;
Oct 19, 05:00 pm,0;;Oct 19;;Oct;19;05:00 pm; 0 ;;;;Oct;19;05:00 pm; 0 ;;;;;
Oct 19, 06:00 pm,0;;Oct 19;;Oct;19;06:00 pm; 0 ;;;;Oct;19;06:00 pm; 0 ;;;;;
Oct 19, 07:00 pm,0;;Oct 19;;Oct;19;07:00 pm; 0 ;;;;Oct;19;07:00 pm; 0 ;;;;;
Oct 19, 08:00 pm,0;;Oct 19;;Oct;19;08:00 pm; 0 ;;;;Oct;19;08:00 pm; 0 ;;;;;
Oct 19, 09:00 pm,0;;Oct 19;;Oct;19;09:00 pm; 0 ;;;;Oct;19;09:00 pm; 0 ;;;;;
Oct 19, 10:00 pm,0;;Oct 19;;Oct;19;10:00 pm; 0 ;;;;Oct;19;10:00 pm; 0 ;;;;;
Oct 19, 11:00 pm,0;;Oct 19;;Oct;19;11:00 pm; 0 ;;;;Oct;19;11:00 pm; 0 ;;;;;
Oct 20, 12:00 am,0;;Oct 20;;Oct;20;12:00 am; 0 ;;;;Oct;20;12:00 am; 0 ;;;;;
Oct 20, 01:00 am,0;;Oct 20;;Oct;20;01:00 am; 0 ;;;;Oct;20;01:00 am; 0 ;;;;;
Oct 20, 02:00 am,0;;Oct 20;;Oct;20;02:00 am; 0 ;;;;Oct;20;02:00 am; 0 ;;;;;
Oct 20, 03:00 am,0;;Oct 20;;Oct;20;03:00 am; 0 ;;;;Oct;20;03:00 am; 0 ;;;;;
Oct 20, 04:00 am,0;;Oct 20;;Oct;20;04:00 am; 0 ;;;;Oct;20;04:00 am; 0 ;;;;;
Oct 20, 05:00 am,0;;Oct 20;;Oct;20;05:00 am; 0 ;;;;Oct;20;05:00 am; 0 ;;;;;
Oct 20, 06:00 am,0;;Oct 20;;Oct;20;06:00 am; 0 ;;;;Oct;20;06:00 am; 0 ;;;;;
Oct 20, 07:00 am,0;;Oct 20;;Oct;20;07:00 am; 0 ;;;;Oct;20;07:00 am; 0 ;;;;;
Oct 20, 08:00 am,4;;Oct 20;;Oct;20;08:00 am; 4 ;;;;Oct;20;08:00 am; 4 ;;;;;
Oct 20, 09:00 am,7;;Oct 20;;Oct;20;09:00 am; 7 ;;;;Oct;20;09:00 am; 7 ;;;;;
Oct 20, 10:00 am,11;;Oct 20;;Oct;20;10:00 am; 11 ;;;;Oct;20;10:00 am; 11 ;;;;;
Oct 20, 11:00 am,25;;Oct 20;;Oct;20;11:00 am; 25 ;;;;Oct;20;11:00 am; 25 ;;;;;
Oct 20, 12:00 pm,89.3992;;Oct 20;;Oct;20;12:00 pm; 89.3992 ;;;;Oct;20;12:00 pm; 89.3992 ;;;;;
Oct 20, 01:00 pm,126.934;;Oct 20;;Oct;20;01:00 pm; 126.934 ;;;;Oct;20;01:00 pm; 126.934 ;;;;;
Oct 20, 02:00 pm,87.8971;;Oct 20;;Oct;20;02:00 pm; 87.8971 ;;;;Oct;20;02:00 pm; 87.8971 ;;;;;
Oct 20, 03:00 pm,4;;Oct 20;;Oct;20;03:00 pm; 4 ;;;;Oct;20;03:00 pm; 4 ;;;;;
Oct 20, 04:00 pm,8;;Oct 20;;Oct;20;04:00 pm; 8 ;;;;Oct;20;04:00 pm; 8 ;;;;;
Oct 20, 05:00 pm,0;;Oct 20;;Oct;20;05:00 pm; 0 ;;;;Oct;20;05:00 pm; 0 ;;;;;
Oct 20, 06:00 pm,0;;Oct 20;;Oct;20;06:00 pm; 0 ;;;;Oct;20;06:00 pm; 0 ;;;;;
Oct 20, 07:00 pm,0;;Oct 20;;Oct;20;07:00 pm; 0 ;;;;Oct;20;07:00 pm; 0 ;;;;;
Oct 20, 08:00 pm,0;;Oct 20;;Oct;20;08:00 pm; 0 ;;;;Oct;20;08:00 pm; 0 ;;;;;
Oct 20, 09:00 pm,0;;Oct 20;;Oct;20;09:00 pm; 0 ;;;;Oct;20;09:00 pm; 0 ;;;;;
Oct 20, 10:00 pm,0;;Oct 20;;Oct;20;10:00 pm; 0 ;;;;Oct;20;10:00 pm; 0 ;;;;;
Oct 20, 11:00 pm,0;;Oct 20;;Oct;20;11:00 pm; 0 ;;;;Oct;20;11:00 pm; 0 ;;;;;
Oct 21, 12:00 am,0;;Oct 21;;Oct;21;12:00 am; 0 ;;;;Oct;21;12:00 am; 0 ;;;;;
Oct 21, 01:00 am,0;;Oct 21;;Oct;21;01:00 am; 0 ;;;;Oct;21;01:00 am; 0 ;;;;;
Oct 21, 02:00 am,0;;Oct 21;;Oct;21;02:00 am; 0 ;;;;Oct;21;02:00 am; 0 ;;;;;
Oct 21, 03:00 am,0;;Oct 21;;Oct;21;03:00 am; 0 ;;;;Oct;21;03:00 am; 0 ;;;;;
Oct 21, 04:00 am,0;;Oct 21;;Oct;21;04:00 am; 0 ;;;;Oct;21;04:00 am; 0 ;;;;;
Oct 21, 05:00 am,0;;Oct 21;;Oct;21;05:00 am; 0 ;;;;Oct;21;05:00 am; 0 ;;;;;
Oct 21, 06:00 am,0;;Oct 21;;Oct;21;06:00 am; 0 ;;;;Oct;21;06:00 am; 0 ;;;;;
Oct 21, 07:00 am,0;;Oct 21;;Oct;21;07:00 am; 0 ;;;;Oct;21;07:00 am; 0 ;;;;;
Oct 21, 08:00 am,16;;Oct 21;;Oct;21;08:00 am; 16 ;;;;Oct;21;08:00 am; 16 ;;;;;
Oct 21, 09:00 am,7;;Oct 21;;Oct;21;09:00 am; 7 ;;;;Oct;21;09:00 am; 7 ;;;;;
Oct 21, 10:00 am,307.676;;Oct 21;;Oct;21;10:00 am; 307.676 ;;;;Oct;21;10:00 am; 307.676 ;;;;;
Oct 21, 11:00 am,172.94;;Oct 21;;Oct;21;11:00 am; 172.94 ;;;;Oct;21;11:00 am; 172.94 ;;;;;
Oct 21, 12:00 pm,70.3935;;Oct 21;;Oct;21;12:00 pm; 70.3935 ;;;;Oct;21;12:00 pm; 70.3935 ;;;;;
Oct 21, 01:00 pm,114.526;;Oct 21;;Oct;21;01:00 pm; 114.526 ;;;;Oct;21;01:00 pm; 114.526 ;;;;;
Oct 21, 02:00 pm,61.2932;;Oct 21;;Oct;21;02:00 pm; 61.2932 ;;;;Oct;21;02:00 pm; 61.2932 ;;;;;
Oct 21, 03:00 pm,3;;Oct 21;;Oct;21;03:00 pm; 3 ;;;;Oct;21;03:00 pm; 3 ;;;;;
Oct 21, 04:00 pm,7;;Oct 21;;Oct;21;04:00 pm; 7 ;;;;Oct;21;04:00 pm; 7 ;;;;;
Oct 21, 05:00 pm,0;;Oct 21;;Oct;21;05:00 pm; 0 ;;;;Oct;21;05:00 pm; 0 ;;;;;
Oct 21, 06:00 pm,0;;Oct 21;;Oct;21;06:00 pm; 0 ;;;;Oct;21;06:00 pm; 0 ;;;;;
Oct 21, 07:00 pm,0;;Oct 21;;Oct;21;07:00 pm; 0 ;;;;Oct;21;07:00 pm; 0 ;;;;;
Oct 21, 08:00 pm,0;;Oct 21;;Oct;21;08:00 pm; 0 ;;;;Oct;21;08:00 pm; 0 ;;;;;
Oct 21, 09:00 pm,0;;Oct 21;;Oct;21;09:00 pm; 0 ;;;;Oct;21;09:00 pm; 0 ;;;;;
Oct 21, 10:00 pm,0;;Oct 21;;Oct;21;10:00 pm; 0 ;;;;Oct;21;10:00 pm; 0 ;;;;;
Oct 21, 11:00 pm,0;;Oct 21;;Oct;21;11:00 pm; 0 ;;;;Oct;21;11:00 pm; 0 ;;;;;
Oct 22, 12:00 am,0;;Oct 22;;Oct;22;12:00 am; 0 ;;;;Oct;22;12:00 am; 0 ;;;;;
Oct 22, 01:00 am,0;;Oct 22;;Oct;22;01:00 am; 0 ;;;;Oct;22;01:00 am; 0 ;;;;;
Oct 22, 02:00 am,0;;Oct 22;;Oct;22;02:00 am; 0 ;;;;Oct;22;02:00 am; 0 ;;;;;
Oct 22, 03:00 am,0;;Oct 22;;Oct;22;03:00 am; 0 ;;;;Oct;22;03:00 am; 0 ;;;;;
Oct 22, 04:00 am,0;;Oct 22;;Oct;22;04:00 am; 0 ;;;;Oct;22;04:00 am; 0 ;;;;;
Oct 22, 05:00 am,0;;Oct 22;;Oct;22;05:00 am; 0 ;;;;Oct;22;05:00 am; 0 ;;;;;
Oct 22, 06:00 am,0;;Oct 22;;Oct;22;06:00 am; 0 ;;;;Oct;22;06:00 am; 0 ;;;;;
Oct 22, 07:00 am,0;;Oct 22;;Oct;22;07:00 am; 0 ;;;;Oct;22;07:00 am; 0 ;;;;;
Oct 22, 08:00 am,101.335;;Oct 22;;Oct;22;08:00 am; 101.335 ;;;;Oct;22;08:00 am; 101.335 ;;;;;
Oct 22, 09:00 am,210.669;;Oct 22;;Oct;22;09:00 am; 210.669 ;;;;Oct;22;09:00 am; 210.669 ;;;;;
Oct 22, 10:00 am,297.6;;Oct 22;;Oct;22;10:00 am; 297.6 ;;;;Oct;22;10:00 am; 297.6 ;;;;;
Oct 22, 11:00 am,349.107;;Oct 22;;Oct;22;11:00 am; 349.107 ;;;;Oct;22;11:00 am; 349.107 ;;;;;
Oct 22, 12:00 pm,356.919;;Oct 22;;Oct;22;12:00 pm; 356.919 ;;;;Oct;22;12:00 pm; 356.919 ;;;;;
Oct 22, 01:00 pm,141.065;;Oct 22;;Oct;22;01:00 pm; 141.065 ;;;;Oct;22;01:00 pm; 141.065 ;;;;;
Oct 22, 02:00 pm,203.589;;Oct 22;;Oct;22;02:00 pm; 203.589 ;;;;Oct;22;02:00 pm; 203.589 ;;;;;
Oct 22, 03:00 pm,85.8963;;Oct 22;;Oct;22;03:00 pm; 85.8963 ;;;;Oct;22;03:00 pm; 85.8963 ;;;;;
Oct 22, 04:00 pm,13;;Oct 22;;Oct;22;04:00 pm; 13 ;;;;Oct;22;04:00 pm; 13 ;;;;;
Oct 22, 05:00 pm,0;;Oct 22;;Oct;22;05:00 pm; 0 ;;;;Oct;22;05:00 pm; 0 ;;;;;
Oct 22, 06:00 pm,0;;Oct 22;;Oct;22;06:00 pm; 0 ;;;;Oct;22;06:00 pm; 0 ;;;;;
Oct 22, 07:00 pm,0;;Oct 22;;Oct;22;07:00 pm; 0 ;;;;Oct;22;07:00 pm; 0 ;;;;;
Oct 22, 08:00 pm,0;;Oct 22;;Oct;22;08:00 pm; 0 ;;;;Oct;22;08:00 pm; 0 ;;;;;
Oct 22, 09:00 pm,0;;Oct 22;;Oct;22;09:00 pm; 0 ;;;;Oct;22;09:00 pm; 0 ;;;;;
Oct 22, 10:00 pm,0;;Oct 22;;Oct;22;10:00 pm; 0 ;;;;Oct;22;10:00 pm; 0 ;;;;;
